,code,caption,description,additionalInfo,tags,workspaceCode,dataType,index,operation,hidden,links
104,L3_SAN_AETI_D,"Actual EvapoTranspiration and Interception (Sanaa basin, Yemen - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Sanaa basin, Yemen', 'spatialReferenceSystem': 'EPSG:32638 - WGS 84 / UTM zone 38N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 67, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 39, 'context': 'CATEGORIES_LIST'}, {'name': 'SAN', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30067,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_SAN_AETI_D'}]"
105,L3_SED_AETI_D,"Actual EvapoTranspiration and Interception (Senegal Delta, Senegal - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Senegal Delta, Senegal', 'spatialReferenceSystem': 'EPSG:32628 - WGS 84 / UTM zone 28N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 68, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 40, 'context': 'CATEGORIES_LIST'}, {'name': 'SED', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30068,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_SED_AETI_D'}]"
106,L3_YAN_AETI_D,"Actual EvapoTranspiration and Interception (Yanze catchment, Rwanda - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Yanze catchment, Rwanda', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 69, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 41, 'context': 'CATEGORIES_LIST'}, {'name': 'YAN', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30069,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_YAN_AETI_D'}]"
107,L3_ZAN_AETI_D,"Actual EvapoTranspiration and Interception (Zankalon, Egypt - Dekadal)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.","{'format': 'Raster Dataset', 'unit': 'mm', 'dataType': 'Int16 (16bit Integer)', 'conversionFactor': 'the pixel value in the downloaded data must be multiplied by 0.1', 'noDataValue': -9999, 'spatialResolution': '30m', 'spatialExtent': 'Zankalon, Egypt', 'spatialReferenceSystem': 'EPSG:32636 - WGS 84 / UTM zone 36N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Dekadal (approximately every 10 days)', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.', 'methodology': 'The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.'}","[{'name': 'L3', 'index': 70, 'context': 'LEVELS_LIST'}, {'name': 'WATER', 'index': 42, 'context': 'CATEGORIES_LIST'}, {'name': 'ZAN', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30070,"{'pixelTimeSeries': True, 'areaStatsTimeSeries': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_ZAN_AETI_D'}]"
239,L3_AWA_PHE_S,"Phenology (Awash, Ethiopia - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Awash, Ethiopia', 'spatialReferenceSystem': 'EPSG:32637 - WGS 84 / UTM zone 37N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal', 'methodology': 'Phenological information is derived from a time series of dekadal vegetation index composites (NDVI) applying the methodology described by Van Hoolst et al. (see methodology document for references). The input dekadal NDVI time series covers exactly three calendar years (3 x 36 = 108 dekads), with the target year in the middle (1-36 for the first year, 37-72 for the target year, 73-108 for the next year). A growing season is attributed to a calendar year if the EOS occurs in it or in the first 3 dekads of the following calendar year. Thus, EOS has a value between 37 and 75 whilst SOS pixel values must be smaller than 72.  251 denotes ""no season"" (if no growing season can be distinguished, which is true for perennial land cover and fallow cropland).\\n\\nThe following data is used to calculate Phenology: NDVI\\n\\nData component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'scale': 0, 'pixelMultiplier': 1.0, 'flags': [{'value': 251, 'description': 'no season detected'}]}","[{'name': 'L3', 'index': 211, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 57, 'context': 'CATEGORIES_LIST'}, {'name': 'AWA', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30211,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_PHE_S'}]"
240,L3_BKA_PHE_S,"Phenology (Bekaa, Lebanon - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Bekaa, Lebanon', 'spatialReferenceSystem': 'EPSG:32636 - WGS 84 / UTM zone 36N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal', 'methodology': 'Phenological information is derived from a time series of dekadal vegetation index composites (NDVI) applying the methodology described by Van Hoolst et al. (see methodology document for references). The input dekadal NDVI time series covers exactly three calendar years (3 x 36 = 108 dekads), with the target year in the middle (1-36 for the first year, 37-72 for the target year, 73-108 for the next year). A growing season is attributed to a calendar year if the EOS occurs in it or in the first 3 dekads of the following calendar year. Thus, EOS has a value between 37 and 75 whilst SOS pixel values must be smaller than 72.  251 denotes ""no season"" (if no growing season can be distinguished, which is true for perennial land cover and fallow cropland).\\n\\nThe following data is used to calculate Phenology: NDVI\\n\\nData component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'scale': 0, 'pixelMultiplier': 1.0, 'flags': [{'value': 251, 'description': 'no season detected'}]}","[{'name': 'L3', 'index': 212, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 58, 'context': 'CATEGORIES_LIST'}, {'name': 'BKA', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30212,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_PHE_S'}]"
241,L3_BUS_PHE_S,"Phenology (Busia, Kenya - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Busia, Kenya', 'spatialReferenceSystem': 'EPSG:32636 - WGS 84 / UTM zone 36N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal', 'methodology': 'Phenological information is derived from a time series of dekadal vegetation index composites (NDVI) applying the methodology described by Van Hoolst et al. (see methodology document for references). The input dekadal NDVI time series covers exactly three calendar years (3 x 36 = 108 dekads), with the target year in the middle (1-36 for the first year, 37-72 for the target year, 73-108 for the next year). A growing season is attributed to a calendar year if the EOS occurs in it or in the first 3 dekads of the following calendar year. Thus, EOS has a value between 37 and 75 whilst SOS pixel values must be smaller than 72.  251 denotes ""no season"" (if no growing season can be distinguished, which is true for perennial land cover and fallow cropland).\\n\\nThe following data is used to calculate Phenology: NDVI\\n\\nData component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'scale': 0, 'pixelMultiplier': 1.0, 'flags': [{'value': 251, 'description': 'no season detected'}]}","[{'name': 'L3', 'index': 213, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 59, 'context': 'CATEGORIES_LIST'}, {'name': 'BUS', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30213,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BUS_PHE_S'}]"
242,L3_GEZ_PHE_S,"Phenology (Gezira, Sudan - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Gezira, Sudan', 'spatialReferenceSystem': 'EPSG:32636 - WGS 84 / UTM zone 36N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal', 'methodology': 'Phenological information is derived from a time series of dekadal vegetation index composites (NDVI) applying the methodology described by Van Hoolst et al. (see methodology document for references). The input dekadal NDVI time series covers exactly three calendar years (3 x 36 = 108 dekads), with the target year in the middle (1-36 for the first year, 37-72 for the target year, 73-108 for the next year). A growing season is attributed to a calendar year if the EOS occurs in it or in the first 3 dekads of the following calendar year. Thus, EOS has a value between 37 and 75 whilst SOS pixel values must be smaller than 72.  251 denotes ""no season"" (if no growing season can be distinguished, which is true for perennial land cover and fallow cropland).\\n\\nThe following data is used to calculate Phenology: NDVI\\n\\nData component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'scale': 0, 'pixelMultiplier': 1.0, 'flags': [{'value': 251, 'description': 'no season detected'}]}","[{'name': 'L3', 'index': 214, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 60, 'context': 'CATEGORIES_LIST'}, {'name': 'GEZ', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30214,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_GEZ_PHE_S'}]"
243,L3_KOG_PHE_S,"Phenology (Koga, Ethiopia - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Koga, Ethiopia', 'spatialReferenceSystem': 'EPSG:32637 - WGS 84 / UTM zone 37N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal', 'methodology': 'Phenological information is derived from a time series of dekadal vegetation index composites (NDVI) applying the methodology described by Van Hoolst et al. (see methodology document for references). The input dekadal NDVI time series covers exactly three calendar years (3 x 36 = 108 dekads), with the target year in the middle (1-36 for the first year, 37-72 for the target year, 73-108 for the next year). A growing season is attributed to a calendar year if the EOS occurs in it or in the first 3 dekads of the following calendar year. Thus, EOS has a value between 37 and 75 whilst SOS pixel values must be smaller than 72.  251 denotes ""no season"" (if no growing season can be distinguished, which is true for perennial land cover and fallow cropland).\\n\\nThe following data is used to calculate Phenology: NDVI\\n\\nData component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'scale': 0, 'pixelMultiplier': 1.0, 'flags': [{'value': 251, 'description': 'no season detected'}]}","[{'name': 'L3', 'index': 215, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 61, 'context': 'CATEGORIES_LIST'}, {'name': 'KOG', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30215,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_PHE_S'}]"
244,L3_LAK_PHE_S,"Phenology (Lower Akagera, Rwanda - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D (dekad number)', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Lower Akagera, Rwanda', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal (approximately every 10 days)', 'methodology': 'The year that contains the Maximum of season determines the year a growing season is attributed to (i.e. the target year). As the crop calendar is determined from a three-year NDVI time series with the target year in the middle, dekad numbers range between 1 and 108 (3 x 36 = 108 dekads). Since it occurs in the target year, MOS has a value between 37 and 72. Start of season pixel values must be smaller than 72, whilst End of season pixel values must be larger than 36. 254 denotes ""no season"" (if no growing season can be distinguished), and 253 ""out of season"". The Start, Maximum and End of up to two seasons for a given calendar year (January - December) is derived by applying  the methodology described by Van Hoolst et al. (see methodology document for references).\n\nThis methodology can derive phenological information from a time series of dekadal vegetation index composites, in this case NDVI.\n\nThe following data is used to calculate Phenology:\n\n- NDVI'}","[{'name': 'L3', 'index': 216, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 62, 'context': 'CATEGORIES_LIST'}, {'name': 'LAK', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30216,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAK_PHE_S'}]"
245,L3_LAM_PHE_S,"Phenology (Lamego, Mozambique - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Lamego, Mozambique', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal', 'methodology': 'Phenological information is derived from a time series of dekadal vegetation index composites (NDVI) applying the methodology described by Van Hoolst et al. (see methodology document for references). The input dekadal NDVI time series covers exactly three calendar years (3 x 36 = 108 dekads), with the target year in the middle (1-36 for the first year, 37-72 for the target year, 73-108 for the next year). A growing season is attributed to a calendar year if the EOS occurs in it or in the first 3 dekads of the following calendar year. Thus, EOS has a value between 37 and 75 whilst SOS pixel values must be smaller than 72.  251 denotes ""no season"" (if no growing season can be distinguished, which is true for perennial land cover and fallow cropland).\\n\\nThe following data is used to calculate Phenology: NDVI\\n\\nData component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/', 'nearRealTime': 'New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.', 'scale': 0, 'pixelMultiplier': 1.0, 'flags': [{'value': 251, 'description': 'no season detected'}]}","[{'name': 'L3', 'index': 217, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 63, 'context': 'CATEGORIES_LIST'}, {'name': 'LAM', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30217,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_PHE_S'}]"
246,L3_MAL_PHE_S,"Phenology (Malwathu Oya West Sub Catchment, Sri Lanka - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D (dekad number)', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Malwathu Oya West Sub Catchment, Sri Lanka', 'spatialReferenceSystem': 'EPSG:32644 - WGS 84 / UTM zone 44N', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal (approximately every 10 days)', 'methodology': 'The year that contains the Maximum of season determines the year a growing season is attributed to (i.e. the target year). As the crop calendar is determined from a three-year NDVI time series with the target year in the middle, dekad numbers range between 1 and 108 (3 x 36 = 108 dekads). Since it occurs in the target year, MOS has a value between 37 and 72. Start of season pixel values must be smaller than 72, whilst End of season pixel values must be larger than 36. 254 denotes ""no season"" (if no growing season can be distinguished), and 253 ""out of season"". The Start, Maximum and End of up to two seasons for a given calendar year (January - December) is derived by applying  the methodology described by Van Hoolst et al. (see methodology document for references).\n\nThis methodology can derive phenological information from a time series of dekadal vegetation index composites, in this case NDVI.\n\nThe following data is used to calculate Phenology:\n\n- NDVI'}","[{'name': 'L3', 'index': 218, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 64, 'context': 'CATEGORIES_LIST'}, {'name': 'MAL', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30218,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_MAL_PHE_S'}]"
247,L3_MUV_PHE_S,"Phenology (Muvumba catchment, Rwanda - Seasonal)","Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.","{'format': 'Raster Dataset', 'unit': 'D (dekad number)', 'dataType': 'Byte (8bit Unsigned Integer)', 'noDataValue': 255, 'spatialResolution': '30m', 'spatialExtent': 'Muvumba catchment, Rwanda', 'spatialReferenceSystem': 'EPSG:32736 - WGS 84 / UTM zone 36S', 'temporalResolution': 'from January 2009 to present', 'temporalExtent': 'Seasonal (approximately every 10 days)', 'methodology': 'The year that contains the Maximum of season determines the year a growing season is attributed to (i.e. the target year). As the crop calendar is determined from a three-year NDVI time series with the target year in the middle, dekad numbers range between 1 and 108 (3 x 36 = 108 dekads). Since it occurs in the target year, MOS has a value between 37 and 72. Start of season pixel values must be smaller than 72, whilst End of season pixel values must be larger than 36. 254 denotes ""no season"" (if no growing season can be distinguished), and 253 ""out of season"". The Start, Maximum and End of up to two seasons for a given calendar year (January - December) is derived by applying  the methodology described by Van Hoolst et al. (see methodology document for references).\n\nThis methodology can derive phenological information from a time series of dekadal vegetation index composites, in this case NDVI.\n\nThe following data is used to calculate Phenology:\n\n- NDVI'}","[{'name': 'L3', 'index': 219, 'context': 'LEVELS_LIST'}, {'name': 'LAND', 'index': 65, 'context': 'CATEGORIES_LIST'}, {'name': 'MUV', 'context': 'L3_AREA'}]",WAPOR_2,RASTER,30219,"{'pixelTimeSeries': True, 'areaStats': True}",False,"[{'rel': 'self', 'href': 'https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_MUV_PHE_S'}]"
